point,status,workflow_id,workflow_name,classification,impact
9,✅ Завершён в пакете,v2fvaRUpYv4FuBQp,Челси обработчик очереди памяти v2.4 [ARCHIVE SANITIZED],archive sanitized,"Sanitized archive и rollback copies: inactive, без credentials и без автоматических triggers; исключены из importer."
9,✅ Завершён в пакете,8rKm1rHRTYPemuaO,тест Клод версия Челси [ARCHIVE SANITIZED],archive sanitized,"Sanitized archive и rollback copies: inactive, без credentials и без автоматических triggers; исключены из importer."
9,✅ Завершён в пакете,EYNvnV4d03ZC74jU,✈️Протокол Челси [ARCHIVE SANITIZED],archive sanitized,"Sanitized archive и rollback copies: inactive, без credentials и без автоматических triggers; исключены из importer."
9,✅ Завершён в пакете,PRV6kB8mQ3xT1sZd,Chelsea Privacy Execution Worker v2.0 — HARDENED STAGED,rollback original,"Sanitized archive и rollback copies: inactive, без credentials и без автоматических triggers; исключены из importer."
9,✅ Завершён в пакете,XfKJbLpfQOGdXd3M,Process | Chelsea State | Scheduler v4.3 [HARDENED STAGED],rollback original,"Sanitized archive и rollback copies: inactive, без credentials и без автоматических triggers; исключены из importer."
9,✅ Завершён в пакете,COC56dbrXhYqRgFP,Челси диспетчер уточнений v3.1 [HARDENED STAGED],rollback original,"Sanitized archive и rollback copies: inactive, без credentials и без автоматических triggers; исключены из importer."
9,✅ Завершён в пакете,iG8uV66FHyyQZyn8,Челси задачи команды v2.0 [HARDENED STAGED],rollback original,"Sanitized archive и rollback copies: inactive, без credentials и без автоматических triggers; исключены из importer."
9,✅ Завершён в пакете,7VsagxmTKlmJ1YJ8,Челси задачи планировщик v2.1 [HARDENED STAGED],rollback original,"Sanitized archive и rollback copies: inactive, без credentials и без автоматических triggers; исключены из importer."
9,✅ Завершён в пакете,N3GFoezvVmoj0wyp,Челси обработчик очереди памяти v2.9 replacement [HARDENED STAGED],rollback original,"Sanitized archive и rollback copies: inactive, без credentials и без автоматических triggers; исключены из importer."
10,🟡 Частично,BFL4mN8qR2vT7pXa,Chelsea Critical Store Backfill v1.0 — HARDENED STAGED,новый workflow,Smoke/preflight/shadow/backfill/readiness workflow и статические/контрактные тесты; live E2E пока отсутствует.
10,🟡 Частично,DJmQO3G2NwsP9Cbf,Chelsea Dependency Health Check v1.0 — HARDENED STAGED,новый workflow,Smoke/preflight/shadow/backfill/readiness workflow и статические/контрактные тесты; live E2E пока отсутствует.
10,🟡 Частично,PFL5cN7vR2mX8qWa,Chelsea Deployment Preflight v1.0 — HARDENED STAGED,новый workflow,Smoke/preflight/shadow/backfill/readiness workflow и статические/контрактные тесты; live E2E пока отсутствует.
10,🟡 Частично,IdAuditV1m8Hs3Qa,Chelsea Identity Legacy Bootstrap and Readiness v2.0 — HARDENED STAGED,новый workflow,Smoke/preflight/shadow/backfill/readiness workflow и статические/контрактные тесты; live E2E пока отсутствует.
10,🟡 Частично,rY0nkke3WnwcTnf7,Chelsea Integration Smoke Tests v1.0 — HARDENED STAGED,новый workflow,Smoke/preflight/shadow/backfill/readiness workflow и статические/контрактные тесты; live E2E пока отсутствует.
10,🟡 Частично,zW9Ny2Is64j3nO8e,Chelsea State Intake Shadow v1.0 — HARDENED STAGED,новый workflow,Smoke/preflight/shadow/backfill/readiness workflow и статические/контрактные тесты; live E2E пока отсутствует.
10,🟡 Частично,JPpslgT3mncJzEEy,Chelsea Task Intent Shadow v1.0 — HARDENED STAGED,новый workflow,Smoke/preflight/shadow/backfill/readiness workflow и статические/контрактные тесты; live E2E пока отсутствует.
